school_name,dept_area_code,category,reading,course_id,gender.instructor,gender.first.author,gender.instructor2,gender.last.author,gender.other.author,gender.other.2,gender.instructor3,gender.instructor4,gender.other.3,gender.other.4,gender.other.5,gender.other.6,gender.other.7,gender.other.8,gender.other.9,gender.other.10,gender.other.11,gender.other.67,gender.other.12,gender.other.13,gender.other.14,gender.other.15,gender.other.16,gender.other.17,gender.other.18,gender.other.19,gender.other.20,gender.other.21,gender.other.22,gender.other.23,gender.other.24,gender.other.25,gender.other.26,gender.other.27,gender.other.28,gender.other.29,gender.instructor5,gender.instructor6,gender.instructor7,gender.other.30,gender.other.31,gender.other.32,gender.other.33,gender.other.34,gender.other.35,gender.other.36,gender.other.37,gender.other.38,gender.other.39,gender.other.40,gender.other.41,gender.other.42,gender.other.43,gender.other.44,gender.other.45,gender.other.46,gender.other.47,gender.other.48,gender.other.49,gender.other.50,gender.other.51,gender.other.52,gender.other.53,gender.other.54,gender.other.55,gender.other.56,gender.other.57,gender.other.58,gender.other.59,gender.other.60,gender.other.61,gender.other.62,gender.other.63,gender.first.last.author,femPercAuth,femSumAuth,maleSumAuth,hasUnkAuth,hasNonBiAuth,se_cur_enr,syllabi_central,division,reading_type_clean
1,RU,Humanities,"_Deep Ecology<94> Bill Devall and George Sessions, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first and last author male,0,0,2,No,No,33,yes,lower,book
1,RU,Humanities,"""Renegotiating the Contract<94> Barry Lopez",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,NA
1,RU,Humanities,"""Renegotiating the Contract<94> Barry Lopez",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,NA
1,RU,Humanities,"_Sustainability: An Economist<90>s Perspective.<94>  Robert Solow, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,"_Sustainability: An Economist<90>s Perspective.<94>  Robert Solow, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,_The Trouble with Wilderness<94> William Cronon,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,journal article
1,RU,Humanities,_The Trouble with Wilderness<94> William Cronon,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,journal article
1,RU,Humanities,A Quiet Place of Violence. Hunting and Ethics<94> Allen Jones ,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,A Quiet Place of Violence. Hunting and Ethics<94> Allen Jones ,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,"_The Power and Promise of Ecofeminism<94> Karen J. Warren, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,30,yes,lower,book
1,RU,Humanities,"_The Power and Promise of Ecofeminism<94> Karen J. Warren, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,33,yes,lower,book
1,RU,Humanities,"Nature as a Measure for a Sustainable Agriculture<94> Wes Jackson, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,"Nature as a Measure for a Sustainable Agriculture<94> Wes Jackson, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,"_Against the Moral Considerability of Ecosystems<94> Harley Cahen, Environmental Ethics, 10(3), 195-216",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,journal article
1,RU,Humanities,"_Against the Moral Considerability of Ecosystems<94> Harley Cahen, Environmental Ethics, 10(3), 195-216",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,journal article
1,RU,Humanities,"_The Historical Roots of Our Ecologic Crisis<94> Lynn White, Jr. ",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,journal article
1,RU,Humanities,"_The Historical Roots of Our Ecologic Crisis<94> Lynn White, Jr. ",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,journal article
1,RU,Humanities,"Anthropocentrism: _Genesis,<94> Xenophon, Aristotle, and Immanuel Kant ",RU-076,male,male,NA,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first and last author male,0,0,3,No,No,30,yes,lower,NA
1,RU,Humanities,"Anthropocentrism: _Genesis,<94> Xenophon, Aristotle, and Immanuel Kant ",RU-076,male,male,NA,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first and last author male,0,0,3,No,No,33,yes,lower,NA
1,RU,Humanities,"_Property Rights in Natural Resources<94> Kristin Shrader-Frechette, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,30,yes,lower,book
1,RU,Humanities,"_Property Rights in Natural Resources<94> Kristin Shrader-Frechette, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,33,yes,lower,book
1,RU,Humanities,_A Critique of Regan<90>s Animal Rights Theory<94> Mary Anne Warren,RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,30,yes,lower,book
1,RU,Humanities,_A Critique of Regan<90>s Animal Rights Theory<94> Mary Anne Warren,RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,33,yes,lower,book
1,RU,Humanities,"_The Tragedy of the Commons<94> Garrett Hardin, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,"_The Tragedy of the Commons<94> Garrett Hardin, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,Reason in Dark Times. By Dale Jamieson.,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,Reason in Dark Times. By Dale Jamieson.,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,"_Patenting Life<94> Claudia Mills, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,30,yes,lower,book
1,RU,Humanities,"_Patenting Life<94> Claudia Mills, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,33,yes,lower,book
1,RU,Humanities,"_Genes in the Food!<94> Richard Lewontin, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,"_Genes in the Food!<94> Richard Lewontin, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,"_Stewardship versus Exploitation<94> Robin Attfield, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,"_Stewardship versus Exploitation<94> Robin Attfield, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,_A Near View of the High Sierras<94> John Muir,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,_A Near View of the High Sierras<94> John Muir,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,"_Why Species Matter,<94> Holmes Rolston III, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,book
1,RU,Humanities,"_Why Species Matter,<94> Holmes Rolston III, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,book
1,RU,Humanities,"_How Feminist is Ecofeminism?<94> Victoria Davion, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,30,yes,lower,book
1,RU,Humanities,"_How Feminist is Ecofeminism?<94> Victoria Davion, The Environmental Ethics & Policy Book. Edited by Donald VanDeVeer and Christine Pierce. 3rd edition.",RU-076,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,33,yes,lower,book
1,RU,Humanities,"The Prospects for Consensus and Convergence in the Animal Rights Debate,<94> Gary Varner ",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,NA
1,RU,Humanities,"The Prospects for Consensus and Convergence in the Animal Rights Debate,<94> Gary Varner ",RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,NA
1,RU,Humanities,_Understanding the Commons<94> Gary Snyder,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,30,yes,lower,other
1,RU,Humanities,_Understanding the Commons<94> Gary Snyder,RU-076,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,33,yes,lower,other
